ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size
499,Female,Yes,42,No,Doctor,1.0,Low,2.0
500,Female,,19,No,Doctor,1.0,Low,4.0
501,Male,,26,No,Healthcare,3.0,Low,4.0
502,Female,Yes,36,Yes,Artist,5.0,Low,2.0
503,Female,,39,No,Engineer,4.0,Low,3.0
504,Male,,47,Yes,Artist,9.0,Low,2.0
505,Female,,33,Yes,Healthcare,1.0,Low,3.0
506,Male,,18,No,Healthcare,3.0,Low,4.0
507,Male,,32,Yes,Healthcare,9.0,Low,5.0
508,Male,Yes,70,Yes,Lawyer,8.0,Average,2.0
509,Female,Yes,46,Yes,Artist,,Average,4.0
510,Male,Yes,38,Yes,Healthcare,8.0,Average,4.0
511,Male,Yes,63,Yes,Artist,,Average,4.0
512,Male,Yes,38,Yes,Executive,,High,6.0
513,Male,,59,No,Entertainment,,Low,3.0
514,Female,,41,Yes,Artist,1.0,Low,1.0
515,Male,,23,No,Healthcare,1.0,Low,5.0
516,Male,,36,Yes,Artist,9.0,Low,1.0
517,Male,Yes,26,Yes,Executive,,Low,3.0
518,Male,Yes,37,Yes,Artist,4.0,Average,2.0
519,Male,Yes,35,Yes,Executive,8.0,High,4.0
520,Male,,18,No,Healthcare,,Low,3.0
521,Female,Yes,55,Yes,Artist,1.0,Average,2.0
522,Female,,36,Yes,Artist,8.0,Low,1.0
523,Male,Yes,52,Yes,Artist,1.0,Average,4.0
524,Male,Yes,66,Yes,Artist,,High,2.0
525,Male,Yes,42,Yes,Artist,7.0,Average,2.0
526,Male,Yes,60,Yes,Artist,,Average,2.0
527,Male,Yes,82,Yes,Lawyer,7.0,Low,1.0
528,Female,,26,No,Engineer,5.0,Low,2.0
529,Female,,28,No,Healthcare,1.0,Low,3.0
530,Male,Yes,42,Yes,Artist,1.0,Average,4.0
531,Female,Yes,86,No,Lawyer,8.0,High,2.0
532,Female,,36,Yes,Artist,9.0,Low,2.0
533,Male,Yes,40,Yes,Healthcare,1.0,Low,3.0
534,Female,Yes,86,Yes,Lawyer,,High,2.0
535,Male,Yes,45,Yes,Executive,,High,4.0
536,Male,Yes,50,No,Entertainment,1.0,Average,3.0
537,Female,Yes,81,No,Lawyer,,High,2.0
538,Male,,35,Yes,Entertainment,8.0,Low,5.0
539,Male,,35,Yes,Artist,2.0,Low,2.0
540,Male,Yes,67,Yes,Lawyer,,Low,1.0
541,Male,Yes,46,No,Engineer,,Average,3.0
542,Male,Yes,35,Yes,Artist,3.0,Average,3.0
543,Male,,38,Yes,Artist,,Low,1.0
544,Male,Yes,40,No,Executive,8.0,High,5.0
545,Female,Yes,50,Yes,Artist,,Low,1.0
546,Female,,33,Yes,Healthcare,1.0,Low,2.0
547,Male,Yes,69,Yes,Artist,1.0,Low,2.0
548,Male,Yes,41,Yes,Executive,7.0,High,2.0
549,Female,,32,No,Engineer,9.0,Low,4.0
550,Male,,22,No,Healthcare,1.0,Low,4.0
551,Male,Yes,61,Yes,Executive,,High,2.0
552,Male,,20,No,Healthcare,2.0,Low,4.0
553,Female,,35,Yes,Artist,3.0,Low,1.0
554,Female,Yes,57,Yes,Doctor,,Low,7.0
555,Female,Yes,66,Yes,Engineer,8.0,Average,2.0
556,Male,Yes,53,Yes,Entertainment,1.0,Average,4.0
557,Male,Yes,56,Yes,Lawyer,1.0,High,2.0
558,Male,Yes,62,Yes,Executive,1.0,High,3.0
559,Female,,22,No,Healthcare,,Low,6.0
560,Female,,22,No,Healthcare,1.0,Low,2.0
561,Male,Yes,52,Yes,Artist,,High,2.0
562,Male,,25,Yes,Healthcare,1.0,Low,3.0
563,Female,,18,No,Healthcare,7.0,Low,3.0
564,Male,Yes,39,Yes,Artist,14.0,Average,2.0
565,Female,Yes,83,Yes,Lawyer,,Low,3.0
566,Female,,46,Yes,Artist,6.0,Low,2.0
567,Female,,42,Yes,Artist,7.0,Low,2.0
568,Male,,23,No,Healthcare,1.0,Low,4.0
569,Female,Yes,25,No,Engineer,4.0,Average,5.0
570,Male,,28,Yes,Healthcare,1.0,Low,3.0
571,Female,Yes,27,Yes,Artist,8.0,Average,2.0
572,Male,Yes,43,Yes,Artist,,Low,4.0
573,Female,,30,No,Engineer,1.0,Low,3.0
574,Male,Yes,39,Yes,Artist,1.0,Average,3.0
575,Female,Yes,59,Yes,Artist,,Average,5.0
576,Male,Yes,60,Yes,Entertainment,7.0,Average,4.0
577,Female,,28,Yes,Healthcare,1.0,Low,3.0
578,Female,,43,No,Doctor,8.0,Low,1.0
579,Male,,23,No,Doctor,4.0,Low,3.0
580,Male,Yes,49,Yes,Artist,4.0,Average,4.0
581,Male,Yes,70,No,Lawyer,,High,3.0
582,Male,Yes,36,Yes,Doctor,7.0,Average,2.0
583,Male,Yes,37,Yes,Healthcare,1.0,High,4.0
584,Female,Yes,40,Yes,Engineer,,Low,2.0
585,Female,Yes,53,No,Homemaker,2.0,High,3.0
586,Male,Yes,51,Yes,Artist,1.0,Low,2.0
587,Female,,40,Yes,Entertainment,5.0,Low,1.0
588,Female,,31,No,Healthcare,1.0,Low,4.0
589,Female,,26,No,Healthcare,,Low,3.0
590,Female,Yes,31,No,Homemaker,8.0,Average,2.0
591,Male,Yes,66,Yes,Marketing,1.0,High,2.0
592,Male,,23,No,Healthcare,7.0,Low,3.0
593,Male,Yes,35,Yes,Healthcare,5.0,High,4.0
594,Male,Yes,45,No,Artist,3.0,High,4.0
595,Female,,30,Yes,Engineer,9.0,Low,5.0
596,Female,,53,No,Lawyer,1.0,Low,1.0
597,Female,,27,Yes,Artist,9.0,Low,5.0
598,Male,Yes,22,No,Doctor,1.0,Low,4.0
599,Female,,38,Yes,Doctor,8.0,Low,1.0
600,Male,,20,No,Marketing,,Low,4.0
601,Male,Yes,36,No,Engineer,,Low,1.0
602,Female,Yes,40,Yes,Artist,,Average,4.0
603,Female,Yes,38,Yes,Artist,,Average,3.0
604,Female,Yes,63,Yes,Artist,7.0,Average,3.0
605,Male,Yes,37,Yes,Engineer,1.0,Average,3.0
606,Male,Yes,51,Yes,Artist,5.0,Average,4.0
607,Male,,26,Yes,Healthcare,,Low,3.0
608,Female,,32,Yes,Healthcare,1.0,Low,3.0
609,Male,Yes,61,Yes,Entertainment,1.0,Low,2.0
610,Male,Yes,43,Yes,Doctor,3.0,Average,2.0
611,Male,Yes,27,Yes,Artist,1.0,Low,4.0
612,Male,Yes,70,No,Doctor,1.0,High,2.0
613,Male,,38,Yes,Entertainment,7.0,Low,1.0
614,Male,,33,No,Marketing,,Low,3.0
615,Female,Yes,69,Yes,Lawyer,,High,2.0
616,Female,Yes,60,Yes,Artist,8.0,High,6.0
617,Female,Yes,78,Yes,Lawyer,3.0,High,2.0
618,Female,,46,Yes,Entertainment,1.0,Low,2.0
619,Female,Yes,25,Yes,Entertainment,,Average,2.0
620,Female,Yes,26,No,Homemaker,9.0,Average,2.0
621,Male,,30,No,Doctor,1.0,Low,1.0
622,Male,Yes,38,Yes,Artist,,Average,4.0
623,Male,,36,Yes,Artist,,Low,2.0
624,Female,Yes,45,Yes,Doctor,,Low,1.0
625,Female,Yes,22,No,Engineer,8.0,Average,2.0
626,Female,,40,Yes,Healthcare,8.0,Low,1.0
627,Male,Yes,59,No,Entertainment,,Average,4.0
628,Female,,72,Yes,Lawyer,,Low,1.0
629,Male,Yes,28,Yes,Artist,9.0,Average,2.0
630,Female,Yes,51,Yes,Artist,1.0,Average,6.0
631,Male,Yes,71,No,Entertainment,,Average,3.0
632,Female,,20,No,Healthcare,,Low,3.0
633,Female,Yes,29,Yes,Artist,4.0,Low,2.0
634,Male,Yes,45,No,Marketing,1.0,Low,2.0
635,Female,Yes,43,Yes,Artist,5.0,High,3.0
636,Male,Yes,40,No,Executive,,Low,4.0
637,Female,,43,Yes,Artist,9.0,Low,2.0
638,Male,Yes,39,Yes,Entertainment,9.0,Low,2.0
639,Male,,29,No,Homemaker,11.0,Low,3.0
640,Female,Yes,89,No,Lawyer,3.0,High,2.0
641,Female,,26,No,Engineer,,Low,3.0
642,Female,Yes,48,Yes,Artist,,Average,6.0
643,Male,,31,Yes,Artist,1.0,Low,2.0
644,Female,Yes,73,Yes,Lawyer,1.0,High,2.0
645,Male,Yes,71,No,Lawyer,,Low,1.0
646,Female,,38,Yes,Artist,7.0,Low,1.0
647,Female,Yes,49,Yes,Artist,2.0,Average,2.0
648,Male,,19,No,Healthcare,,Low,4.0
649,Male,,29,No,Doctor,,Low,3.0
650,Female,Yes,37,Yes,Artist,5.0,Average,3.0
651,Female,Yes,48,No,Lawyer,1.0,High,2.0
652,Female,Yes,78,No,Lawyer,,High,2.0
653,Male,Yes,56,Yes,Artist,,Low,1.0
654,Male,Yes,45,Yes,Entertainment,4.0,Average,3.0
655,Female,Yes,68,Yes,Lawyer,9.0,High,4.0
656,Female,,21,No,Healthcare,1.0,Low,5.0
657,Male,Yes,88,No,Artist,7.0,Low,1.0
658,Female,,21,No,Healthcare,,Low,3.0
659,Male,Yes,46,Yes,Artist,1.0,Low,1.0
660,Male,Yes,49,Yes,Artist,,Average,3.0
661,Male,,31,No,Healthcare,1.0,Low,4.0
662,Female,Yes,36,Yes,Doctor,7.0,Average,2.0
663,Male,Yes,37,No,Entertainment,1.0,Low,2.0
664,Female,,26,Yes,Healthcare,,Low,1.0
665,Female,,25,Yes,Marketing,5.0,Low,2.0
666,Male,,30,Yes,Healthcare,1.0,Low,1.0
667,Male,,28,Yes,Healthcare,,Low,5.0
668,Male,Yes,46,Yes,Artist,,Low,1.0
669,Female,Yes,42,Yes,Engineer,8.0,Low,2.0
670,Female,,27,No,Doctor,,Low,5.0
671,Male,Yes,56,Yes,Entertainment,1.0,Average,3.0
672,Female,,40,Yes,Engineer,1.0,Low,4.0
673,Male,Yes,53,No,Entertainment,1.0,Low,1.0
674,Male,Yes,27,Yes,Healthcare,2.0,High,3.0
675,Male,,27,No,Healthcare,1.0,Low,3.0
676,Female,,36,No,Engineer,14.0,Low,4.0
677,Male,Yes,40,Yes,Entertainment,8.0,Average,2.0
678,Male,,29,No,Entertainment,1.0,Low,5.0
679,Female,Yes,50,Yes,Artist,8.0,Average,2.0
680,Male,Yes,80,No,Lawyer,1.0,Low,1.0
681,Male,Yes,60,Yes,Artist,1.0,Average,2.0
682,Male,,28,No,Entertainment,1.0,Low,2.0
683,Male,Yes,41,Yes,Artist,,High,3.0
684,Female,Yes,88,No,Lawyer,,High,2.0
685,Male,Yes,50,Yes,Artist,1.0,Average,3.0
686,Male,Yes,52,Yes,Executive,1.0,Low,4.0
687,Male,,32,Yes,Healthcare,1.0,Low,3.0
688,Male,Yes,65,No,Artist,,Average,2.0
689,Male,,18,No,Doctor,,Low,3.0
690,Female,Yes,35,Yes,Executive,,Low,2.0
691,Female,Yes,42,No,Engineer,,Average,2.0
692,Male,Yes,41,Yes,Homemaker,2.0,Average,3.0
693,Male,Yes,55,No,Artist,,Average,2.0
694,Male,,22,No,Healthcare,1.0,Low,4.0
695,Female,Yes,47,Yes,Doctor,8.0,Average,2.0
696,Male,Yes,70,Yes,Entertainment,,High,2.0
697,Female,Yes,50,Yes,Artist,1.0,Average,3.0
698,Male,Yes,49,Yes,Entertainment,,Low,1.0
699,Female,Yes,66,Yes,Lawyer,1.0,High,3.0
700,Female,Yes,56,Yes,Artist,,Average,2.0
701,Female,Yes,57,No,Engineer,,Low,1.0
702,Female,Yes,50,Yes,Artist,1.0,Average,3.0
703,Female,,37,Yes,Artist,9.0,Low,4.0
704,Male,Yes,73,Yes,Executive,1.0,High,3.0
705,Female,,31,No,Engineer,,Low,1.0
706,Male,Yes,68,No,Artist,,Low,2.0
707,Male,Yes,57,Yes,Entertainment,1.0,Average,4.0
708,Male,,32,No,Healthcare,12.0,Low,4.0
709,Female,,31,Yes,Healthcare,9.0,Low,3.0
710,Male,Yes,36,Yes,Artist,9.0,Average,2.0
711,Male,Yes,68,Yes,Executive,,High,2.0
712,Male,Yes,41,No,Artist,,Average,2.0
713,Female,,31,Yes,Homemaker,9.0,Low,1.0
714,Male,Yes,43,Yes,Entertainment,1.0,Average,4.0
715,Male,Yes,58,Yes,Artist,9.0,Average,4.0
716,Male,,47,Yes,Engineer,1.0,Low,2.0
717,Male,Yes,29,Yes,Healthcare,2.0,Average,2.0
718,Male,Yes,81,No,Entertainment,1.0,Low,1.0
719,Female,,36,Yes,Artist,,Low,1.0
720,Male,,41,Yes,Entertainment,,Low,1.0
721,Female,,42,No,Entertainment,1.0,Low,3.0
722,Male,,31,Yes,Doctor,8.0,Low,6.0
723,Male,,31,No,Healthcare,,Low,5.0
724,Female,Yes,65,Yes,Lawyer,2.0,Low,6.0
725,Male,Yes,33,No,Healthcare,8.0,Average,3.0
726,Male,Yes,78,No,Entertainment,,Low,1.0
727,Male,Yes,43,No,Marketing,3.0,High,4.0
728,Female,,39,Yes,Artist,3.0,Low,1.0
729,Male,Yes,66,Yes,Entertainment,,Average,3.0
730,Female,Yes,65,Yes,Engineer,1.0,Low,1.0
731,Male,Yes,29,Yes,Artist,9.0,Average,2.0
732,Male,Yes,51,Yes,Entertainment,,Average,4.0
733,Male,Yes,53,Yes,Engineer,1.0,Low,2.0
734,Male,,19,No,Healthcare,1.0,Low,6.0
735,Female,Yes,68,No,Artist,6.0,Average,3.0
736,Male,Yes,37,Yes,Artist,,Average,3.0
737,Female,,31,No,Doctor,1.0,Low,5.0
738,Male,Yes,32,Yes,Artist,14.0,Average,2.0
739,Male,Yes,59,Yes,Artist,,Low,1.0
740,Female,,59,Yes,Doctor,,Low,4.0
741,Male,Yes,35,No,Engineer,1.0,Low,6.0
742,Female,Yes,46,Yes,Entertainment,4.0,Low,3.0
743,Male,,25,No,Entertainment,13.0,Low,3.0
744,Male,,27,Yes,Healthcare,1.0,Low,3.0
745,Female,Yes,41,Yes,Artist,1.0,Low,2.0
746,Male,Yes,32,Yes,Doctor,,Average,2.0
747,Male,Yes,50,Yes,Entertainment,3.0,Low,2.0
748,Male,,47,Yes,Entertainment,4.0,Low,1.0
749,Male,Yes,56,Yes,Artist,,Average,4.0
750,Female,Yes,72,Yes,Lawyer,1.0,High,2.0
751,Male,Yes,26,Yes,Artist,1.0,Average,3.0
752,Male,Yes,66,No,Executive,1.0,Low,2.0
753,Male,Yes,38,Yes,Artist,8.0,Average,2.0
754,Female,Yes,51,Yes,Engineer,,Low,1.0
755,Male,,22,No,Healthcare,1.0,Low,4.0
756,Female,Yes,41,No,Healthcare,1.0,Average,4.0
757,Male,Yes,84,No,Lawyer,1.0,Low,1.0
758,Male,Yes,73,No,Lawyer,,Low,2.0
759,Male,Yes,45,Yes,Artist,7.0,Low,2.0
760,Female,Yes,57,Yes,Artist,2.0,High,3.0
761,Male,Yes,45,Yes,Entertainment,,Average,2.0
762,Male,Yes,39,Yes,Executive,,High,6.0
763,Female,Yes,57,Yes,Engineer,1.0,Low,4.0
764,Male,,31,Yes,Healthcare,1.0,Low,3.0
765,Female,Yes,83,No,Lawyer,,High,2.0
766,Male,Yes,73,Yes,Lawyer,1.0,High,2.0
767,Male,Yes,33,Yes,Doctor,9.0,Average,2.0
768,Male,,23,No,Artist,1.0,Low,4.0
769,Female,,46,Yes,Engineer,1.0,Low,2.0
770,Female,,27,Yes,Healthcare,3.0,Low,4.0
771,Male,,27,No,Marketing,8.0,Low,4.0
772,Male,Yes,59,No,Artist,2.0,Average,2.0
773,Male,Yes,26,No,Artist,,Low,2.0
774,Female,Yes,41,Yes,Artist,,Low,3.0
775,Female,Yes,79,Yes,Lawyer,,Low,1.0
776,Male,Yes,77,No,Lawyer,,High,2.0
777,Male,,37,Yes,Artist,12.0,Low,1.0
778,Female,,25,No,Engineer,1.0,Low,1.0
779,Male,,33,No,Engineer,1.0,Low,3.0
780,Male,,20,No,Healthcare,,Low,3.0
781,Male,Yes,40,No,Executive,5.0,Low,4.0
782,Female,Yes,42,Yes,Engineer,1.0,Average,4.0
783,Male,Yes,58,Yes,Doctor,,Average,2.0
784,Male,Yes,53,Yes,Artist,1.0,Average,3.0
785,Male,Yes,69,Yes,Artist,,Average,5.0
786,Male,Yes,66,Yes,Artist,1.0,Low,3.0
787,Male,Yes,39,Yes,Artist,9.0,Average,2.0
788,Female,Yes,40,Yes,Artist,1.0,Low,3.0
789,Female,Yes,41,Yes,Marketing,9.0,Low,3.0
790,Female,Yes,48,Yes,Artist,,Average,5.0
791,Female,Yes,81,Yes,Homemaker,,High,2.0
792,Male,Yes,39,Yes,Healthcare,1.0,Low,3.0
793,Male,Yes,71,No,Lawyer,3.0,High,2.0
794,Female,Yes,53,No,Engineer,,Low,3.0
795,Female,,52,Yes,Engineer,3.0,Low,1.0
796,Female,Yes,39,Yes,Artist,8.0,Average,2.0
797,Female,Yes,89,No,Lawyer,,High,2.0
798,Male,Yes,27,No,Entertainment,3.0,Average,2.0
799,Female,,38,No,Artist,14.0,Low,1.0
800,Male,Yes,26,Yes,Doctor,1.0,Average,2.0
801,Male,,40,Yes,Artist,8.0,Low,2.0
802,Female,Yes,57,Yes,Doctor,1.0,Average,4.0
803,Female,Yes,51,Yes,Engineer,1.0,Average,2.0
804,Female,Yes,36,Yes,Entertainment,8.0,Low,1.0
805,Male,Yes,41,No,Engineer,,Average,2.0
806,Male,,25,Yes,Healthcare,,Low,3.0
807,Male,Yes,32,No,Entertainment,1.0,Low,2.0
808,Female,Yes,42,Yes,Artist,3.0,High,3.0
809,Female,,38,Yes,Healthcare,8.0,Low,2.0
810,Male,,18,No,Healthcare,8.0,Low,6.0
811,Male,,33,No,Healthcare,,Low,4.0
812,Female,Yes,52,Yes,Artist,9.0,Low,4.0
813,Female,Yes,62,No,Artist,1.0,Average,3.0
814,Male,Yes,37,Yes,Entertainment,,Low,2.0
815,Female,Yes,38,No,Doctor,9.0,Average,5.0
816,Female,,22,No,Healthcare,,Low,5.0
817,Male,Yes,61,Yes,Artist,2.0,Average,2.0
818,Male,Yes,41,No,Artist,8.0,Average,2.0
819,Male,,33,No,Doctor,1.0,Low,6.0
820,Male,,45,Yes,Entertainment,,Low,1.0
821,Female,Yes,37,Yes,Doctor,2.0,High,2.0
822,Male,Yes,46,No,Artist,1.0,High,3.0
823,Male,Yes,42,No,Executive,3.0,High,5.0
824,Male,Yes,74,Yes,Lawyer,1.0,Low,1.0
825,Male,Yes,89,No,Executive,,High,2.0
826,Male,,21,No,Healthcare,,Low,2.0
827,Male,,22,No,Healthcare,,Low,5.0
828,Female,Yes,36,Yes,Doctor,,Low,1.0
829,Male,Yes,31,No,Healthcare,,Average,5.0
830,Male,Yes,36,Yes,Artist,1.0,Average,4.0
831,Female,,18,No,Healthcare,3.0,Low,4.0
832,Male,Yes,27,No,Executive,,Low,6.0
833,Male,Yes,51,No,Engineer,1.0,Average,7.0
834,Male,,21,No,Healthcare,1.0,Low,6.0
835,Female,Yes,47,Yes,Artist,,Low,1.0
836,Male,Yes,42,No,Engineer,5.0,Average,4.0
837,Male,Yes,59,Yes,Artist,4.0,High,4.0
838,Female,Yes,68,Yes,Lawyer,,High,2.0
839,Female,,22,No,Healthcare,3.0,Low,3.0
840,Male,,31,No,Artist,,Low,7.0
841,Male,Yes,52,Yes,Artist,4.0,Average,2.0
842,Female,,42,Yes,Artist,,Low,1.0
843,Male,,53,Yes,Artist,2.0,Low,2.0
844,Male,Yes,40,Yes,Entertainment,8.0,Low,2.0
845,Male,,35,Yes,Artist,6.0,Low,3.0
846,Male,Yes,50,Yes,Artist,,Average,2.0
847,Male,,29,No,Doctor,1.0,Low,3.0
848,Male,Yes,72,Yes,Lawyer,3.0,High,2.0
849,Male,Yes,41,Yes,Artist,7.0,High,2.0
850,Female,,82,No,Lawyer,,Low,3.0
851,Male,,23,No,Healthcare,,Low,4.0
852,Male,Yes,45,Yes,Artist,9.0,Average,2.0
853,Male,,27,Yes,Artist,10.0,Low,3.0
854,Male,Yes,46,Yes,Homemaker,6.0,Average,3.0
855,Female,,18,No,Healthcare,12.0,Low,3.0
856,Female,Yes,35,Yes,Entertainment,1.0,Average,2.0
857,Male,Yes,36,Yes,Artist,8.0,Average,2.0
858,Male,Yes,62,Yes,Artist,1.0,High,2.0
859,Female,,27,No,Healthcare,9.0,Low,5.0
860,Male,Yes,40,No,Artist,1.0,Average,2.0
861,Female,,22,No,Healthcare,1.0,Low,3.0
862,Female,Yes,68,Yes,Lawyer,,Average,3.0
863,Male,Yes,47,Yes,Executive,1.0,High,5.0
864,Female,Yes,47,Yes,Artist,1.0,Average,4.0
865,Female,Yes,47,Yes,Artist,1.0,Low,2.0
866,Female,,25,No,Engineer,,Low,6.0
867,Male,,25,No,Healthcare,,Low,3.0
868,Male,,32,Yes,Artist,1.0,Low,2.0
869,Male,Yes,30,No,Healthcare,1.0,Average,4.0
870,Female,,30,Yes,Doctor,,Low,9.0
871,Female,Yes,28,No,Engineer,6.0,Low,3.0
872,Male,Yes,46,Yes,Executive,,High,4.0
873,Male,Yes,70,Yes,Lawyer,1.0,High,3.0
874,Male,Yes,60,No,Artist,,Low,1.0
875,Male,Yes,71,No,Marketing,1.0,Low,1.0
876,Male,,35,Yes,Artist,9.0,Low,2.0
877,Male,Yes,79,Yes,Artist,,High,2.0
878,Male,,31,No,Doctor,4.0,Low,7.0
879,Male,Yes,71,Yes,Artist,,High,2.0
880,Male,Yes,42,No,Entertainment,1.0,Low,3.0
881,Male,Yes,46,Yes,Artist,,Low,2.0
882,Male,Yes,55,Yes,Doctor,,Average,2.0
883,Male,Yes,46,Yes,Artist,1.0,Average,3.0
884,Female,,42,Yes,Artist,12.0,Low,2.0
885,Female,Yes,37,Yes,Engineer,,High,2.0
886,Female,Yes,60,Yes,Artist,1.0,High,4.0
887,Male,Yes,36,Yes,Artist,9.0,Average,4.0
888,Female,,22,No,Engineer,1.0,Low,4.0
889,Female,,28,No,Healthcare,8.0,Low,4.0
890,Male,Yes,40,Yes,Entertainment,2.0,Average,5.0
891,Female,,43,Yes,Doctor,,Low,1.0
892,Male,Yes,52,Yes,Artist,1.0,Low,4.0
893,Male,Yes,51,No,Executive,2.0,High,5.0
894,Female,,18,No,Marketing,9.0,Low,5.0
895,Female,Yes,51,No,Doctor,1.0,High,1.0
896,Female,Yes,50,Yes,Artist,4.0,Low,1.0
897,Male,,36,No,Marketing,,Low,2.0
898,Female,Yes,71,Yes,Lawyer,,High,2.0
899,Male,Yes,35,Yes,Artist,,Low,2.0
900,Male,Yes,82,Yes,Lawyer,1.0,Low,1.0
901,Female,,27,Yes,Healthcare,,Low,4.0
902,Female,,39,Yes,Artist,9.0,Low,1.0
903,Female,Yes,58,Yes,Engineer,1.0,Average,4.0
904,Male,Yes,59,Yes,Artist,1.0,Average,4.0
905,Male,Yes,68,Yes,Artist,,Low,1.0
906,Male,,18,No,Healthcare,1.0,Low,4.0
907,Male,Yes,55,Yes,Entertainment,2.0,Average,2.0
908,Male,Yes,72,Yes,Artist,6.0,Low,1.0
909,Male,Yes,61,Yes,Entertainment,7.0,High,5.0
910,Male,Yes,39,Yes,Entertainment,1.0,Average,2.0
911,Male,Yes,43,No,Artist,6.0,Low,2.0
912,Male,Yes,50,Yes,Artist,1.0,Average,3.0
913,Female,Yes,40,No,Doctor,2.0,Average,2.0
914,Male,Yes,45,Yes,Executive,1.0,High,5.0
915,Female,,37,Yes,Doctor,1.0,Low,1.0
916,Female,Yes,55,No,Artist,,Low,3.0
917,Female,,18,No,Entertainment,1.0,Low,7.0
918,Male,Yes,56,Yes,Executive,8.0,High,5.0
919,Male,Yes,40,Yes,Artist,,Average,4.0
920,Female,,32,No,Healthcare,2.0,Low,4.0
921,Female,,27,Yes,Artist,1.0,Low,1.0
922,Male,Yes,38,No,Engineer,,Average,3.0
923,Female,,32,No,Artist,2.0,Low,4.0
924,Female,,19,No,Healthcare,,Low,4.0
925,Female,Yes,47,Yes,Artist,7.0,Average,4.0
926,Male,Yes,63,Yes,Entertainment,,Low,2.0
927,Female,Yes,46,Yes,Entertainment,5.0,Low,2.0
928,Female,Yes,89,Yes,Lawyer,2.0,Low,1.0
929,Male,,28,Yes,Healthcare,1.0,Low,4.0
930,Female,Yes,46,Yes,Artist,1.0,Average,2.0
931,Male,Yes,30,Yes,Homemaker,3.0,Low,2.0
932,Female,Yes,86,Yes,Lawyer,1.0,High,2.0
933,Male,Yes,68,No,Executive,1.0,High,2.0
934,Female,Yes,41,Yes,Artist,1.0,Average,2.0
935,Female,,38,No,Engineer,8.0,Low,1.0
936,Female,,38,No,Artist,13.0,Low,2.0
937,Male,,21,No,Healthcare,,Low,3.0
938,Male,Yes,53,No,Artist,1.0,Average,6.0
939,Male,Yes,36,Yes,Artist,,Average,4.0
940,Female,,39,Yes,Engineer,1.0,Low,1.0
941,Male,Yes,25,Yes,Artist,8.0,Average,2.0
942,Female,Yes,33,Yes,Doctor,,Average,2.0
943,Male,Yes,35,Yes,Entertainment,6.0,Low,5.0
944,Female,,51,Yes,Artist,2.0,Low,1.0
945,Male,Yes,37,Yes,Artist,,Low,2.0
946,Female,Yes,66,No,Marketing,,High,2.0
947,Female,Yes,46,Yes,Homemaker,8.0,Average,3.0
948,Female,Yes,50,Yes,Artist,9.0,Average,4.0
949,Male,Yes,69,No,Executive,1.0,High,4.0
950,Male,Yes,47,Yes,Artist,,Low,2.0
951,Female,Yes,37,Yes,Artist,4.0,Average,2.0
952,Male,,29,Yes,Doctor,,Low,2.0
953,Male,Yes,45,Yes,Doctor,1.0,Average,2.0
954,Female,,29,No,Entertainment,,Low,2.0
955,Female,Yes,49,Yes,Engineer,6.0,Low,3.0
956,Female,Yes,52,Yes,Artist,,High,3.0
957,Female,,32,Yes,Marketing,,Low,3.0
958,Male,Yes,88,Yes,Executive,1.0,Low,1.0
959,Male,,23,No,Healthcare,1.0,Low,4.0
960,Male,Yes,78,Yes,Lawyer,,Low,5.0
961,Male,,38,Yes,Entertainment,1.0,Low,3.0
962,Female,,36,Yes,Marketing,,Low,2.0
963,Male,Yes,71,Yes,Lawyer,,High,2.0
964,Female,,39,Yes,Doctor,9.0,Low,1.0
965,Female,,22,No,Marketing,,Low,1.0
966,Male,,21,No,Healthcare,1.0,Low,3.0
967,Male,,25,Yes,Doctor,1.0,Low,2.0
968,Female,,27,Yes,Healthcare,1.0,Low,5.0
969,Female,,27,Yes,Artist,1.0,Low,5.0
970,Male,Yes,60,Yes,Artist,1.0,Average,3.0
971,Female,Yes,40,Yes,Engineer,1.0,Average,6.0
972,Male,Yes,63,Yes,Artist,9.0,Low,1.0
973,Male,Yes,45,Yes,Artist,1.0,Average,2.0
974,Female,Yes,37,No,Artist,,Average,2.0
975,Male,Yes,36,Yes,Artist,,Average,2.0
976,Female,Yes,38,No,Engineer,1.0,Average,6.0
977,Male,Yes,36,Yes,Artist,,Average,2.0
978,Female,Yes,27,No,Marketing,1.0,Low,2.0
979,Male,,33,Yes,Healthcare,,Low,7.0
980,Female,,26,Yes,Engineer,9.0,Low,8.0
981,Male,Yes,74,Yes,Lawyer,1.0,Low,1.0
982,Male,Yes,41,No,Executive,1.0,Average,5.0
983,Female,,38,Yes,Marketing,8.0,Low,3.0
984,Female,Yes,26,No,Doctor,,Average,3.0
985,Male,,32,No,Healthcare,,Low,5.0
986,Male,,21,No,Healthcare,9.0,Low,4.0
987,Male,Yes,48,Yes,Artist,1.0,Low,3.0
988,Female,Yes,37,No,Executive,,High,2.0
989,Male,,25,Yes,Healthcare,1.0,Low,4.0
990,Male,Yes,65,No,Engineer,1.0,High,2.0
991,Female,Yes,31,Yes,Artist,,Average,2.0
992,Male,,26,Yes,Executive,9.0,Low,4.0
993,Male,,18,No,Healthcare,7.0,Low,4.0
994,Male,Yes,32,No,Executive,4.0,Average,5.0
995,Female,Yes,30,No,Entertainment,3.0,High,2.0
